controlNumber,prefLabel,scopeNote
n6thxc9fl135d5tn,Röda viner,
158133,Rödalger,
166623,Rödfigurig keramik,
158590,Rödfärg,
390713,Rödgardister (Kina),
216808,Rödhake,
hxl4kqmkfjc40qz9,Rödingar,
271365,Rödräv,
158592,Röjning,
163743,Röjningsrösen,
158594,Rökavvänjning,"- nikotinfrågor Ohic, - förgiftningssjukdomar Vebg."
158595,Rökdykning,
260354,Rökelse,
158596,Rökelsekar,se även resp samfund eller religion med tillägg .03
158597,Rökgaser,
158598,Rökgaser--miljöaspekter,
158599,Rökgasförgiftning,
158600,Rökgasrening,
170422,Rökgasventilation,
158601,Rökning (konservering),
158604,Röksignaler,
158606,Rökstenen,
158607,Rökstugor,
158608,Röllakan,
158609,Röntgenapparater,se även resp användningsområde.
158610,Röntgenastronomi,
158612,Röntgendiagnostik,
167783,Röntgendiffraktion,"se även resp område, t ex optik Uccb"
158614,Röntgenelektronik,
379833,Röntgenfluorescens,
158615,Röntgenfotografi,se även resp användningsområde
158616,Röntgenrör,
158617,Röntgenstrålning,
158618,Röntgenteknik,
158619,Rörarbete,"- husbyggnad Ppbcc, - teknisk hygien Ppda."
295824,Rörbroar,
158624,Rörelse (filosofi),
158623,Rörelse (mekanik),
245682,Rörelse (skådespelarkonst),
243944,Rörelsenotation,
150295,Rörelser (biologi),
158622,Rörelser (djur),se även resp underavd av Ug med tillägg .047
158625,Rörelser (människan),"- medicin Ven, - fysiologisk psykologi Dode."
158627,Rörelser (växter),se även resp underavd av Uf med tillägg .047
hv45v2vpf1gcg1pb,Rörelserubbningar,
165457,Rörelsesjuka,
158633,Rörelseträning,"- undervisning Eabr, - sjukgymnastik Vma."
158634,Rörinstallation,
158635,Rörledningar,
158638,Rörlighet på arbetsmarknaden,
158639,Rörpost,
158640,Rörtillverkning,
395256,Röst,
4j21qd6j2vhr7tl4,Röst i filmen,
370766,Röst och accordeon,
369738,Röst och altblockflöjt,
394846,Röst och basso continuo,
369746,Röst och blockflöjt,
401151,Röst och continuo,
338137,Röst och gitarr,
367095,Röst och harpa,
346770,Röst och instrumentalensemble,
348685,Röst och kammarorkester,
409180,Röst och luta,
340135,Röst och orgel,
337573,Röst och orkester,
337572,Röst och piano,
364380,Röst och tangentinstrument,
389652,Röst och violin,
158641,Röstfenomen,
271366,Röstmeddelandesystem,System för inspelning av röstmeddelande (röstbrevlåda) vid uppringning.
158642,Röstning,
234485,Röstning via internet,
384967,Röstplikt,
158643,Rösträtt,"se även resp lands statskunskap  med tillägg .07, t ex Sverige Occ.07."
3jctgkgr1frbkhkn,Rösträtt--historia,
158644,Rösträttsrörelsen,
3h10q4881gbw516b,Röstskådespelare,
214463,Röststörningar,
158646,Röstvård,
158647,Rötskador,
281606,Rött,
410483,Rött i konsten,
158649,Rötter,
158651,Rövare,
158652,Rövare i litteraturen,
224517,S (datorsystem),"- särskilda program och system Pubdz, - matematisk statistik Thi."
166068,S-märkning,
164734,S:t bernhardshund,
242730,Saab (bilar),För verk om själva företaget se företagets namn.
164510,Saarfrågan,
317095,SAB-systemet,
164512,Saba,
164514,Sabbaten,
241344,Sabbatianism,
242751,Sabbatianism i litteraturen,
164515,Sabbatsbrott,
164517,Sabeiska språket,
164518,Sabelfäktning,
167942,Sablar,
164520,Sabotage,"- militärväsen Se, - utomparlamentariska metoder Oclb."
214820,Sabotage--juridik och lagstiftning,
335601,"Sacco-Vanzettiaffären, Förenta staterna, 1921",
317467,Sachsen-Weimar-Eisenach,
164527,Sackarin,
164528,Sadducéer,
164529,Sadelmakeri,
164530,Sadism,
167704,Sadlar,
164531,Sado-masochism,
387115,Sado-masochism i litteraturen,
164532,Safari,"Används för resurser om jaktexpeditioner eller resor i syfte att fotografera djur, särskilt i mellersta och södra Afrika."
164534,Saffran,
164536,Safter,
164537,"Safter--framställning, tillverkning etc.","- hemkonservering Qcada, - industriell beredning Pmbaa."
164541,Sagoberättande,
164543,Sagoforskning,
164544,Sagor,"se även resp lands litteraturhistoria med tillägg .07, t ex svensk Gc.07. För genren i sig se Hcf, H.07 och resp lands skönlitteratur med tillägg .07, t ex svensk Hc.07"
272811,Sagor i konsten,
349380,Sagospel,
282468,Sagostundsrörelsen,Se även ämnesord för särskilda institutioner.
164545,Sahara,
164552,Saint Christopher-Nevis,
155161,Saint Christopher-Nevis--Nevis,
164551,Saint Christopher-Nevis--Saint Christopher,
164554,Saint Helena,
164555,Saint Lucia,För verk om landets historia läggs geografiskt ämnesord och det allmänna ämnesordet Historia.
142067,Saint Lucia--Castries,
395340,Saint Vincent och Grenadinerna,
164557,Saint Vincent och Grenadinerna--Saint Vincent,
164549,Saint-Barthélemy,
164558,Saint-Simonismen,
333192,Saintpaulia,
172825,Sajva (samiskt skyddsväsen),
164559,Sakalawa (språk),
402769,Sakernas internet,Begrepp inom informationsteknik avseende alla de enheter som via inbyggda sensorer eller datorer är uppkopplade mot internet. (NE)
164560,Sakförsäkring,
164561,Sakisk litteratur,
150246,Sakiska språket,
390714,Saknad (psykologi),
384968,Saknade i strid,
155337,Sakprosa,"se även resp språk med tillägg .061, t ex svenska Fc.061."
164562,Sakral instrumentalmusik,
171937,Sakrala ortnamn,
164565,Sakramenten,"- dogmatik Ceae, - gudstjänsten Chab. Se även resp samfund med tillägg .02 eller .03."
349506,Sakramentshus,
161742,Sakramentsskåp,"- kyrkliga symboler och redskap Chd, - konsthistoria Ib."
168626,Sakristior,- arkitektur Icdc; - kyrkliga symboler och redskap Chd.
159703,Sakrätt,"- allmänt Oeaa, - fast egendom Oeabe, - lös egendom Oeace"
342998,Salafism,
333916,Salaligan,
239581,Salat,
166953,Salesianer,
164571,Salientia,
164595,Salinitet,
268078,Salish (folk),
164572,Saliska språk,
166765,Saliv,
164573,Sallad,
164576,Sallader,
164575,Salladsdressingar,
164577,Salmonella,
164580,Salomonöarna,
166828,Salongskultur,
349383,Salongsmusik,
337660,Salongsorkester,"För litteratur om besättningen. För litteratur om särskilda orkestrar, använd ämnesordet Salongsorkestrar. För noter, använd genre-/formtermen Salongsorkester."
164581,Salongsorkestrar,"För litteratur om särskilda orkestrar. För litteratur om besättningen, använd ämnesordet Salongsorkester. För noter, använd genre-/formtermen Salongsorkester."
164584,Salpeter,"- kemi Ucea, lantbruk Qdcc"
164585,"Salpeter--framställning, tillverkning etc.",
356503,Salpeterkriget 1879-1883,
164586,Salpetersyra,
164588,Salsa,"Kuba, New York"
150506,Salt,
164591,"Salt--framställning, tillverkning etc.",
337694,Saltareller,
168482,Salterier,
349429,Saltgruvor,
164596,Salthandel,
164597,Salthandel--historia,
164598,Saltletning,
164599,Saltning,"- hemkonservering Qcada, - industriell Pmbb."
164601,Saltsjöar,
164603,Saltsyra,
164605,Saltvattenakvarier,
167057,Saluhallar,
164609,Saluki,
170365,Saluslöjd,
226878,Salut,"- militärväsen S, - offentliga nöjen Iköh."
264795,Salutogena faktorer,Hit verk om omständigheter som bidrar till att personer är vid god hälsa trots att de har varit eller är utsatta för avsevärda och potentiellt sjukdomsframkallande biologiska eller psykosociala stressorer.
330694,Salvadoraner,Hit verk om salvadoraner utanför El Salvador. Används endast tillsammans med geografiskt ämnesord. För verk om salvadoraner i El Salvador används t.ex. Nationalkaraktär; Folkseder; Samhällsliv; Traditioner; Sociala förhållanden i kombination med El Salvador.
349830,Samai,"Egypten, klassisk sång"
164611,Samarbete,"- arbetspsykologi Doka, - socialpsykologi Oaa, - personaladministration Qbfd."
229788,"Samarbete mellan arkiv, bibliotek och museer",
167650,Samarbete mellan högskola och näringsliv,
293279,Samarbete mellan privat och offentlig sektor,"- förvaltning Od, - ekonomiska förhållanden Qad."
214821,Samarbetssamtal,
164618,Samaritaner,
247874,Samaritansk arameiska,
248011,Samaritansk hebreiska,
247391,Samaritanska handskrifter,
349833,Samba,"Brasilien, utveckling av choro"
164622,Samba (dans),
164625,Sambeskattning,
164626,Samboende,
164682,Samboende--juridik och lagstiftning,
167331,Samebyar,Se även särsk samebyar.
164627,Samedräkter,
229791,Samegårdar,"- etnologi Mu-cs, - museer Bg-cs."
161744,Samepolitik,
152185,Samer,
172753,Samer i filmen,
172754,Samer i konsten,
172755,Samer i litteraturen,
231033,Samer i läromedel,
237877,Samer i massmedia,
235870,Samer i pressen,
217058,Samer--historia,
364328,Samer--juridik och lagstiftning,
168524,Sameskolan,
143232,Sameslöjd,
234566,Sameslöjdskonsulenter,Särsk Lz.
164628,Sameundervisning,"- undervisningsväsen Em.072, - pedagogisk metodik Eab.0762"
368719,Sameundervisning--historia,
174406,Samevisten,
164631,Samfälligheter,
164633,Samfällighetsföreningar,
164634,Samfällighetsföreningar--juridik och lagstiftning,
164635,Samhället,
8lkv73hr62flrlm3,Samhället i läromedel,
164636,Samhällsarbete,"""Insatser för att stödja ett lokalsamhälle eller en grupp människor att utvecklas utifrån egna förutsättningar. Ofta är det frågan om en förort i en negativ utvecklingsfas med en tilltagande social problematik ... det kan också vara frågan om en ort i utflyttningsbygd där det krävs särskilda insatser."""
214822,Samhällsfördrag,
164638,Samhällsförändring,Hit såväl teoretiska verk om samhällsförändring som verk om samhällsförändring på en särskild plats. För historiska verk om sociala förhållanden används ämnesordet Socialhistoria.
292868,Samhällsförändring i massmedia,
155673,Samhällshygien,
164642,Samhällsinformation,
173022,Samhällskritik,hit verk om personer eller grupper som kritiserar företeelser i samhället men inte samhället i sig.
164648,Samhällskunskap,
164646,Samhällskunskapsundervisning,
164647,Samhällsliv,För verk om samhällslivet på en särskild plats används ämnesordet Samhällsliv och lämpligt geografiskt ämnesord eller geografisk ämnesordssträng t.ex. Samhällsliv och Sverige eller Samhällsliv och Sverige – Stockholm. För framställningar med historisk aspekt används annat lämpligt ämnesord t.ex. Kulturhistoria eller Socialhistoria.
324826,Samhällsliv i litteraturen,
163717,Samhällsmedicin,
264796,Samhällsnyttiga företag,"Särsk Qz. | Hit verk om företag vars verksamhet rör sådant som är till nytta för hela samhället, t.ex. vatten, elektricitet, vägar och järnvägar oavsett om företaget drivs som statligt, kommunalt eller privat företag."
397014,Samhällsorienterande ämnen,
164649,Samhällsorientering,
156585,Samhällsplanering,
164653,Samhällspsykiatri,
138684,Samhällstjänst,"- straffrätt Oeb, - kriminologi Oepa"
164654,Samhällsutveckling,
307501,Samhällsvetare,Särsk Lz.
164655,Samhällsvetenskap,
q3zsxnprnqswd7x5,"Samhällsvetenskap--teori, filosofi",
164657,Samhällsvetenskaplig forskning,
168853,Samhällsvetenskaplig forskning--metodik,
348437,Samisk dans,
311497,Samisk folkdiktning,
172033,Samisk konst,
168441,Samisk litteratur,För litteraturen i sig se Hue.
164660,Samisk litteratur--historia,
168030,Samisk matlagning,
149434,Samisk musik,
154770,Samisk mytologi,
260090,Samisk nationalkaraktär,
172024,Samisk poesi,anm: För poesin i sig se Hue.03
164663,Samisk religion,Hit den förkristna samiska religionen. För samers deltagande i andra religioner och samfund och i religion i allmänhet används ämnesorden Samer och Religion.
164665,Samisk teater,
227729,Samiska barn,Särsk Lz.
159765,Samiska ceremonitrummor,
172826,Samiska fjällförare,
174509,Samiska flyttningsleder,"- etnografi Mcs, - husdjurslära Qdff."
218517,Samiska författare,Särsk Guez; Gz (folkbibl).
168240,Samiska gudar,
168241,Samiska gudinnor,
234567,Samiska idrottare,Särsk Rbz.
356504,Samiska influenser,
173021,Samiska kläder,
337090,Samiska konstnärer,Särsk Ibz.
227730,Samiska kultplatser,"- samisk religion Cmmb.03, - arkeologi Jb.02."
231034,Samiska kvinnliga författare,"Särsk Guez, Gz (folkbibl)."
168778,Samiska kvinnor,
231035,Samiska kvinnor i litteraturen,
233299,Samiska lärare,Särsk Lz.
356505,Samiska lånord,
172666,Samiska ortnamn,
168779,Samiska politiker,särsk Lz
271660,Samiska släkter,Särsk Ldz.
343992,Samiska släktnamn,
152199,Samiska språk,
231450,Samiska studentföreningar,
138053,Samiska symboler,
233300,Samiska ungdomar,
281068,Samiskt silver,
172051,Samiskt turistväsen,"hit verk om det turistväsen som bedrivs i samiskt regi. För allmänna verk om turistväsen i Sêaaapmi eller delar av Sêaaapmi används ämnesordet Turistväsen i kombination med geografiskt ämnesord, ,t.ex Turistväsen; Sverige - Lappland."
164666,Samizdat,
164668,Samkataloger,Även genre/formterm.
164669,Samkatalogisering,
164733,Samkhya,"- filosofins historia Dbdda, - icke-västerländska filosofer skrifter Dadda."
349426,Samkönad adoption,
xbf5ghxtv17qtghm,Samkönade relationer,
q470zl1cnsbplnlg,Samkönade relationer--historia,
jx1svqwhg33fjkpq,Samkönade relationer--juridik och lagstiftning,
245122,Samkönade äktenskap,
n25x0qm0lrtlf58z,Samkönade äktenskap--historia,
bqtlm4nd83cbcx8q,Samkönade äktenskap--juridik och lagstiftning,
164670,Samköp,
164672,Samlad undervisning,
393003,Samlag,
164673,Samlarbilder,
164674,Samlarmärken,
164676,Samlarverksamhet,
164677,Samlevnadsproblem,Interpersonal conflict
164678,Samlevnadsproblem--etik och moral,
164679,Samlevnadsproblem--psykologiska aspekter,
166429,Samlingslokaler,
139575,Samlingsverk,"För genren i sig används SAB-kod H(s) med tillägg för resp littertur, t.ex svensk Hc(s). | Även genre/formterm."
164683,Sammanfogning (teknik),
164684,Sammansatta ord,"Se även resp språk med tillägg .022, t ex svenska Fc.022."
164685,Sammanträdesteknik,
250275,Sammanträffanden,
297044,Sammet,
390715,"Sammetsrevolutionen, Tjeckoslovakien, 1989",
164686,Samniter,
162931,Samoa,För verk om landets historia läggs geografiskt ämnesord och det allmänna ämnesordet Historia.
331390,Samoaner,
164687,Samoanska,
164688,Samoaöarna,
164689,Samojeder,
164690,Samojedhund,
164691,Samojedisk litteratur,För genren i sig används SAB-kod Hun.
308292,Samojedisk litteratur--historia,
164692,Samojediska språk,
168138,Samordnade konstruktioner,se även resp språk med tillägg .013.
164693,Samos,
164695,Samovarer,
164696,Sampler,
138624,Sampling (musik),
164699,Samtal,"- kommunikation Bra, - språkpragmatik F.024, - språksociologi F:oa."
166792,Samtalsanalys,
168242,Samtalsgrupper,
164700,Samtalsmetodik,
164701,Samtalsterapi,
277778,Samtidsarkeologi,"""Den arkeologi som studerar tidsepoker som nu levande människor antingen har egna minnen från, eller har mött de som haft. I praktiken innebär det att man studerar materiella lämningar från 1800-talets andra hälft fram till i dag."" (Mats Burström i tidskriften Populär historia 2006.) | Hit endast verk om disciplinen Samtidsarkeologi. Komplettera i regel ämnesordet med lämplig allmän underindelning, t.ex. - forskning, - teori, filosofi."
277779,Samtidsarkeologi--forskning,
277780,Samtidsarkeologi--metodik,
277781,"Samtidsarkeologi--teori, filosofi",
172787,Samtidsdokumentation,
349988,Samulnori,"Korea, trummusik"
164702,Samurajer,
164704,Samvetet,
172066,Samvetet--religiösa aspekter,se även resp religion med tillägg .05
164706,Samvetsfrihet,
164708,Samäganderätt,
141853,San (folk),
164711,San Marino,För verk om områdets historia läggs geografiskt ämnesord och det allmänna ämnesordet Historia.
164714,Sana,
166506,Sanatorier,
337906,Sanctus (musik),Mässan
164716,Sand,
164717,Sand--förekomst,
164718,Sandawe (språk),
168655,Sandhi,
164719,Sandinister,
164720,Sandlådeterapi,
164721,Sandmålning,
161747,Sandskulpturer,
164722,Sandsten,
164724,Sandsten--förekomst,
csg0kzg59tlz551g,Sandödla,
164727,Sanering,"- samhällsplanering Odg, - stadsplanekonst Ict."
164729,Sanforisering,
164730,Sango (språk),
p5db7bqxmfx283xs,Sanitetsporslin,
164731,Sanitetsteknik,"- husbyggnad Ppbc, - teknisk hygien Ppda."
164736,Sanktioner,
390716,Sanndrömmar,Används endast för skönlitteratur.
164738,Sanning,
367677,Sanning i litteraturen,
164739,Sanningsförsäkran,
170386,Sanningskommissioner,
164740,Sannolikhet,"- logik Dca, - matematik Th."
164741,Sannolikhetskalkyl,
164742,Sansculotter,
164743,Sanskrit,
247392,Sanskrithandskrifter,
164744,Sanskritlitteratur,För litteraturen i sig se Hpa.
164745,Sanskritlitteratur--historia,
141852,Sanspråk,
164746,Santaler,
164747,Santali (språk),
168243,Santería,
161748,Sapir-Whorf-hypotesen,"teori, filosofi F:d; semantik F.023."
164753,Saprofyter,
278641,Saqqaqkulturen,
164754,Sara (språk),
164755,Sarabander,
357237,Saracener i litteraturen,
349992,Sarangi,"Indien, stråkinstrument"
164761,Sarawak,
164762,Sarcodina,
164763,Sardin,
375554,Sardisk konst,
164768,Sardiska språket,
164769,Sarek,
237367,Sarier,"- dräkthistoria Ihk, - sömnad Qcccac."
164770,Sarkofager,
164772,Sarkoidos,
164773,Sarkom,
164774,Sarmater,
164758,Sarngi,
256081,Sars (sjukdom),"-andningsorganens sjukdomar Vei, - infektionssjukdomar Veba."
164775,Sartiska språket,
164776,Sasanider,
164778,Sasaniderriket,
302137,Sashiko,
143029,Satanism,"- ockultism Blb, - moderna religionsbildningar Cnj"
361732,Satanism i litteraturen,
164786,Satellit-tv,
164788,Satellit-tv--tekniska aspekter,
164781,Satellitbilder,Fotografier av  jorden eller annan himlakropp tagna med hjälp av en satellit.
166367,Satellitdata,
164783,Satelliter,
164784,Satellitkommunikationer,
263643,Satellitnavigation,
356506,Satellitstäder,
164789,Satir,"Se även resp litteraturhistoria med tillägg .0971, t. ex. svensk Gc.0971. | Se även ämnesord för resp litteraturs satir, t ex Engelsk satir."
275885,Satir i konsten,
164791,Satraper,
168152,Satser,se även resp språk med tillägg .013.
219327,Satsförkortningar,
164792,Satslogik,
168177,Satslösning,se även resp språk med tillägg .013.
164793,Satsteknik,
172667,Saturnisk vers,
164795,Saturnus,
238760,Satyrer (grekisk mytologi),
238761,Satyrer (grekisk mytologi) i konsten,
241345,Satyrer (grekisk mytologi) i litteraturen,
164796,Satyrspel,
164797,Saudiarabien,För verk om landets historia läggs geografiskt ämnesord och det allmänna ämnesordet Historia. | Särsk orter Noahaz.
147743,Saudiarabien--Hijaz,
153691,Saudiarabien--Mekka,
158224,Saudiarabien--Riyadh,
262865,Saudiarabien--Taif,
167074,Savanner,
274749,Savant-syndrom,"- medicin Vlad, - psykologi Doe."
266240,Saxar,
164805,Saxfångst,
164806,Saxofon,
401292,Saxofonister,
164810,Saxofonkonserter,
339555,Saxofonkvartetter,"Hit endast standardbesättningen sopran (alt), alt, tenor och baryton"
349995,Saz,"Turkiet, luta"
342999,Scala (programspråk),
172025,Scenanvisningar,
164815,Scenbelysning,
361911,Scenframträdanden,
164816,Scenisk konst,
220832,Scenisk konst i litteraturen,
gtm7831zdl398q0j,Scenisk konst--ekonomiska aspekter,
164818,Sceniska konstnärer,"Hit verk om personer som spelar teater, sjunger eller dansar eller framför någon annan typ av scenisk konst framför en publik. Verk om de som uppträder inför en grupp med avsikt att underhålla får ämnesordet Underhållare. Verk om de bildkonstnärer som själva framför sina konstverk inför en publik med avsikt att nå utöver etablerade konstformer och sammanhang får ämnesordet Performancekonstnärer. | Särsk Ikz."
164819,Scenografer,Särsk Ikz.
164820,Scenografi,
164822,Schablonmålning,"- färger och lacker Pmh, - konsthantverk Iha."
164824,Schack,
247393,Schack i konsten,
164825,Schackförbund,särsk Rda:bf
164826,Schackklubbar,särsk Rda:bf
167582,Schackspelare,Särsk Lz.
164827,Schakaler,
164828,Schakt,
164830,Schaktning,
214823,Schamaner,
165108,Schamanism,"se även resp religion med tillägg .06. - religionsfenomenologi Cm.06, - skriftlösa religioner Cma"
285074,Schamanism i konsten,
330009,Schamanism i litteraturen,
349996,Schamansång,
295827,Schampo,"- kemisk teknik Pmcb, - personlig hygien Qcd."
343053,Schapendoes,
164832,Scharlakansfeber,
163781,Schartauanism,tidigare Schartauanismen
164833,Schemaläggning,
397548,Schematerapi,
164834,Schengensamarbetet,
323855,Scherzi,
164835,Schillerstövare,
255991,Schimpans,
164837,Schipperke,
157466,Schizofreni,
144513,Schlager,
350208,Schlagerpop,
167943,Schlieffenplanen,
387131,Schmalkaldiska kriget 1546-1547,
164842,Schnauzer (rasgrupp),
164843,Schofar,
164845,Schottis,
164846,Schottis (dans),
350214,Schrammelmusik,Österrike
164856,Schweiz,För verk om landets historia läggs geografiskt ämnesord och det allmänna ämnesordet Historia. | Särsk provinser och orter Nhz.
140531,Schweiz--Basel,
140745,Schweiz--Bern,
215534,Schweiz--Chur,
146679,Schweiz--Genève,
147031,Schweiz--Graubünden,
160747,Schweiz--Zürich,
164857,Schweizare,
164858,Schweizare--historia,
166786,Schweizerstil,
164860,Schweizerstövare,
161752,Schweizertyska,
374464,Schweizisk konst,
168389,Schweizisk litteratur,För litteraturen i sig se Hf.
168390,Schweizisk litteratur (franskspråkig),För litteraturen i sig se Hj.
164859,Schweizisk litteratur (franskspråkig)--historia,
168392,Schweizisk litteratur (italienskspråkig),För litteraturen i sig se Hi.
168296,Schweizisk litteratur (italienskspråkig)--historia,
168391,Schweizisk litteratur (tyskspråkig),För litteraturen i sig se Hf.
164861,Schweizisk litteratur (tyskspråkig)--historia,
168297,Schweizisk litteratur--historia,
371006,Schweizisk matlagning,
372352,Schweizisk målarkonst,
372263,Schweizisk skulptur,
372095,Schweizisk teckningskonst,
243741,Schweiziska författare,"Särsk Gfz, Gz (folkbibl)."
375059,Schweiziska handskriftsminiatyrer,
243742,Schweiziska kvinnliga författare,"Särsk Gfz, Gz (folkbibl)."
253932,Schweiziska romaner,
372724,Schweiziskt bokmåleri,
372150,Schweiziskt genremåleri,
372483,Schweiziskt landskapsmåleri,
374505,Schweiziskt väggmåleri,
146743,Schäfer,
350393,Schöttl,Schweiz
256818,Science center,
164863,Science fiction,"Se även resp litteraturhistoria med tillägg .0978, t ex svensk Gc.0978. | Hit förs såväl verk som behandlar science fiction i olika typer av media som verk som enbart behandlar science fiction i litterära verk. Verk som behandlar science fiction i ett särskilt, icke-litterärt medium förs till specifika ämnesord för det specifika mediet t ex Science fiction-film. | Se även ämnesord för resp litteraturs science fiction, t.ex. Svensk science fiction."
164865,Science fiction--historia,
164864,Science fiction-film,
363217,Science fiction-program på tv,
241347,Scientism,"- kunskapsteori, vetenskapsteori Dd, - postivismen etc. Dbceab."
164866,Scientologi,
164867,Scintigrafi,
164868,Scotland Yard,
164869,Scottish Fold,
390717,Scouter,
164870,Scoutkårer,
164872,Scoutrörelsen,
164873,Scoutsånger,
255627,Scrapbooks,
395894,Scratch (programspråk),
171938,Scrimshaw,
275575,SCTP,
164946,SDI (Selektiv delgivning av information),
164386,SDI (Strategic defense initiative),
q2cdwclqnfjwns7g,sdss,
164878,Sealyham terrier,
350397,Sean nos,"Irland, keltisk musik"
164879,Seanser,
160708,Sebror,
288488,Secessioner (statsvetenskap),
161753,Second hand-butiker,
373101,Second hand-kläder,
290653,Second life (datorspel),
235872,Sedeltillverkning,
164884,Sederomaner,"se även resp litteraturhistoria med tillägg .01, t ex svensk Gc.01. För genren i sig se H.01 och resp skönlitteratur med tillägg .01, t ex svensk Hc.01"
164885,Sediment,"- maringeologi Ubbab, - exogena processer Udac."
164886,Sedimentationsbäcken,
164887,Sedimentära bergarter,
164888,Sedlar,"- penningväsen Qaea, - numismatik Kyh, - privatekonomi Qci."
228247,Sedlighetsfrågan,
164890,Sedvanerätt,
166352,Sefarder,
350403,Sefardisk musik,
256769,Sega Dreamcast Tv-spel,
383379,Segel,
164892,Segelbåtar,
164893,Segelfartyg,
164894,Segelflygning,"- flyglära Prdda, - sport Rbfd."
164896,Segelflygplan,
164897,Segelkanoter,
164899,Segelmakeri,- etnografi Mx
164900,Segelsjöfart,
164901,Segelsjöfart--historia,
164905,Segelsport,
164902,Segelsällskap,
167705,Segerfester,
274760,Seglare,Särsk Lz.
139609,Seglare (fåglar),
274762,Seglarfåglar,
164904,Segling,
168860,Segling i hårt väder,
164906,Segregation,
350775,Seguidilla (musik),
164908,Seismografer,
251553,Seismologer,Särsk Lz.
164909,Seismologi,
167706,Seitar,
168012,Sejd,
166986,Sekelskiften,
355085,Sekelskiftet 1800,Används för tiden 1800-1809. | Allmänt kronologiskt ämnesord.
355091,Sekelskiftet 1900,Används för tiden 1900-1909. | Allmänt kronologiskt ämnesord.
355109,Sekelskiftet 2000,Allmänt kronologiskt ämnesord. | Används för tiden 2000-2009.
164910,Sekreterare,särsk Lz
164912,Sekreterarkunskap,
164913,Sekreterarutbildning,
167536,Sekretess,
164917,Sekretion,
164921,Sekter,religiös grupp som markant avviker från den eller de religiösa huvudlinjerna i ett samhälle. Se även Trossamfund och Kristna samfund
164928,Sekularisering,"- Praktisk teologi Cga, - religionssociologi C:oa. | ""processer som innebär att religionen förlorar i betydelse i ett samhälle och i medborgarnas medvetande."" (Nationalencyklopedin (online), 2003-01-16. | Se även resp samfund eller religion med tillägg .08."
315298,Sekularisering i litteraturen,
214824,Sekularism,"- kyrkorna och samhället Cga, - religionerna och samhället Cm.08, - politiska begrepp Ocga. | Hit verk om den politiska ståndpunkten som innebär att samhället ska styras utan påverkan av religiösa principer. (Nationalencyklopedin (online), 2003-01)"
164930,Sekundärbatterier,
166354,Sekundärminnen,
164931,Sekvensanalys,
164939,Sekvenser (matematisk analys),
164944,Seldon,
164947,Selen,
164948,Selenlikriktare,
164949,Seleukidriket,
xhv61nmlvkv4481k,Selfies (fotografi),
h2frmpntf7n8lqx0,Selfies (fotografi)--sociala aspekter,
164943,Seljuqer,
266271,Selkuper,
164950,Selkupiska språket,
164952,Seloter,
164953,Selvas,
164954,Semantik,se även resp språk med tillägg .023.
164955,Semantik (filosofi),
167451,Semantik--psykologiska aspekter,se även resp språk med tillägg .023.
319339,Semantiska webben,
w9d5d59ptkrp0z0r,Sembla (språk),
164956,Semester,
379823,Semester--juridik och lagstiftning,
164959,Semesterersättning,
164960,Semesterhem,
390718,Semesterresor,
164964,Seminarier,
164962,Seminarier (lärarutbildningsanstalter),
164965,Seminföreningar,särsk Qdf:bf
158922,Semiotik,"- kommunikation Bra, - språkfilosofi F:d."
164966,Semiotik och litteratur,Tidigare Semiotik - litteraturvetenskap. Ändrat 2003-02-27.
283404,Semiter,
168437,Semitisk litteratur,För litteraturen i sig se Hs.
164972,Semitisk litteratur--historia,
333182,Semitisk mytologi,
164974,Semitisk religion,
164975,Semitiska språk,
363218,Semitister,
268661,Semlor,
163417,SEN,
164976,Senap,"- matlagning Qcaa, - växter Uffab."
164977,"Senap--framställning, tillverkning etc.",
164979,Senaten,
166507,Senatorer,
164986,Senegal,Särsk orter Npcccz.
142544,Senegal--Dakar,
402317,Senegaleser,Hit verk om senegaleser utanför Senegal. Används endast tillsammans med geografiskt ämnesord. För verk om senegaleser i Senegal används t.ex. Nationalkaraktär; Folkseder; Samhällsliv; Traditioner; Sociala förhållanden i kombination med Senegal.
371188,Senegalesisk matlagning,
164987,Sengångare,
142745,Senil demens,
164988,Senil psykos,"- schizofreni och andra psykotiska syndrom Vlaaa, - geriatrisk psykiatri Vlf."
164989,Senilitet,
164990,Senlatin,
161756,Senmedeltiden,
164991,Sennenhund (rasgrupp),
224999,Senor,
164992,Senrenässans,
164994,Senromantiken,
164998,Sensationalism,särsk filosofer Dbz
167837,Sensationsfilm,
231048,Sensationsjournalistik,
164999,Sensationsromaner,"se även resp litteraturhistoria med tillägg .093 eller  .01. För genren i sig se H.01 och resp skönlitteratur med tillägg .01, t ex svensk Hc.01"
364151,Sensitivitet (personlighetsdrag),
165000,Sensitivitetsträning,
283405,Sensitometri,
166431,Sensorisk analys,
165002,Sensoriska processer,"- fysiologisk psykologi Dode, - pedagogisk psykologi Eaaca"
165003,Sentimentala komedier,Se ven resp litteraturhistoria med tillgg 02 Fr genren i sig se H02 och resp sknlitteratur med tillgg 02 t ex svensk Hc02
165004,Sentimentala romaner,Se ven resp litteraturhistoria med tillgg 01Fr genren i sig se H01 och resp sknlitteratur med tillgg 01 t ex svensk Hc01
292870,Sentimentalitet,
292871,Sentimentalitet i litteraturen,
174309,Senufo (folk),
165005,Senusier,
